# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0008134	MF	e	transcription factor binding	5/7	592/20424	4.026495203261327e-07	3	5	0.00021667018077105117	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000179094
GO:0140297	MF	e	DNA-binding transcription factor binding	4/7	468/20424	9.01881801135559e-06	4	4	0.004367813562899512	ENSG00000008405, ENSG00000121671, ENSG00000133794, ENSG00000179094
GO:0003676	MF	e	nucleic acid binding	7/7	3963/20424	1.031161978357355e-05	3	7	0.004539924964713337	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/7	1196/20424	1.2986726765828193e-05	9	5	0.0048928774185296176	ENSG00000008405, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0009881	MF	e	photoreceptor activity	2/7	17/20424	1.3660429391408023e-05	3	2	0.0048928774185296176	ENSG00000008405, ENSG00000121671
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/7	1217/20424	1.4144184154328855e-05	8	5	0.0048928774185296176	ENSG00000008405, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/7	1412/20424	2.9275340361785942e-05	8	5	0.009452031558141956	ENSG00000008405, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0071949	MF	e	FAD binding	2/7	38/20424	7.03706266625844e-05	6	2	0.021300309057931018	ENSG00000008405, ENSG00000121671
GO:0051879	MF	e	Hsp90 protein binding	2/7	43/20424	9.031692895435754e-05	4	2	0.025453269278026904	ENSG00000133794, ENSG00000170485
GO:0001222	MF	e	transcription corepressor binding	2/7	44/20424	9.460228102508451e-05	5	2	0.025453269278026904	ENSG00000132326, ENSG00000179094
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/7	347/20424	0.00016176102129354742	5	3	0.03954738614697014	ENSG00000008405, ENSG00000121671, ENSG00000133794
GO:1901363	MF	e	heterocyclic compound binding	7/7	5879/20424	0.00016331772102816494	2	7	0.03954738614697014	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0097159	MF	e	organic cyclic compound binding	7/7	5956/20424	0.0001789006768213156	2	7	0.04125790370693483	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
