# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005975	BP	e	carbohydrate metabolic process	4/15	462/20424	0.00028935551974907146	3	4	0.03911122108608282	ENSG00000074800, ENSG00000102144, ENSG00000111640, ENSG00000136997
GO:1903580	BP	e	positive regulation of ATP metabolic process	2/15	35/20424	0.0002953888881118637	5	2	0.039396491813601366	ENSG00000074800, ENSG00000136997
GO:0030308	BP	e	negative regulation of cell growth	3/15	183/20424	0.0002974160953954345	6	3	0.039396491813601366	ENSG00000074800, ENSG00000134533, ENSG00000140009
GO:0051093	BP	e	negative regulation of developmental process	5/15	875/20424	0.0002991361893822675	4	5	0.039396491813601366	ENSG00000101412, ENSG00000102144, ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0008283	BP	e	cell population proliferation	4/15	471/20424	0.00031142510773543586	2	4	0.04066736851775704	ENSG00000091831, ENSG00000136997, ENSG00000144381, ENSG00000159216
GO:1900371	BP	e	regulation of purine nucleotide biosynthetic process	2/15	38/20424	0.0003485618007749555	9	2	0.045134359564212516	ENSG00000074800, ENSG00000136997
GO:0030808	BP	e	regulation of nucleotide biosynthetic process	2/15	39/20424	0.00036724715398441486	8	2	0.047057405883623275	ENSG00000074800, ENSG00000136997
GO:0022414	BP	e	reproductive process	6/15	1455/20424	0.00036952080679592556	1	6	0.047057405883623275	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997
GO:0043065	BP	e	positive regulation of apoptotic process	4/15	494/20424	0.00037332328787947384	7	4	0.047151955269957475	ENSG00000101057, ENSG00000101412, ENSG00000136997, ENSG00000144381
GO:0000785	CC	e	chromatin	8/15	1094/20424	3.0340790815402984e-07	2	8	0.0005989272106960549	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0005654	CC	e	nucleoplasm	11/15	3804/20424	5.990958405782249e-06	2	11	0.00591307594650708	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000120158, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0005667	CC	e	transcription regulator complex	5/15	493/20424	1.973838507416018e-05	2	5	0.011500117281900106	ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	4/15	241/20424	2.330317584984824e-05	3	4	0.011500117281900106	ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	11/15	1563/20424	5.218946892831091e-10	6	11	1.6594516199485218e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0003690	MF	e	double-stranded DNA binding	11/15	1657/20424	9.762603127533416e-10	5	11	1.6594516199485218e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0043565	MF	e	sequence-specific DNA binding	11/15	1665/20424	1.0279485566478557e-09	5	11	1.6594516199485218e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	10/15	1364/20424	3.76683907691317e-09	3	10	4.311812415761945e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	10/15	1412/20424	5.2690905687744834e-09	8	10	4.311812415761945e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0003700	MF	e	DNA-binding transcription factor activity	10/15	1414/20424	5.341910901212403e-09	2	10	4.311812415761945e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	10/15	1506/20424	9.83586188187082e-09	7	10	5.834236169446546e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0001067	MF	e	regulatory region nucleic acid binding	10/15	1508/20424	9.962921334786943e-09	4	10	5.834236169446546e-06	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0001221	MF	e	transcription coregulator binding	5/15	108/20424	1.084206597667126e-08	4	5	5.834236169446546e-06	ENSG00000074800, ENSG00000082175, ENSG00000091831, ENSG00000131759, ENSG00000136997
GO:0001216	MF	e	DNA-binding transcription activator activity	7/15	460/20424	1.5464831350700054e-08	3	7	7.4896178231440365e-06	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000136997, ENSG00000159216
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	9/15	1196/20424	2.8543790263362697e-08	9	9	1.2567052385951412e-05	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	9/15	1217/20424	3.320728879681086e-08	8	9	1.3401908303579585e-05	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0004879	MF	e	nuclear receptor activity	4/15	53/20424	5.3993145229059086e-08	4	4	1.8677771596023797e-05	ENSG00000082175, ENSG00000091831, ENSG00000131759, ENSG00000140009
GO:0098531	MF	e	ligand-activated transcription factor activity	4/15	53/20424	5.3993145229059086e-08	3	4	1.8677771596023797e-05	ENSG00000082175, ENSG00000091831, ENSG00000131759, ENSG00000140009
GO:0003677	MF	e	DNA binding	11/15	2473/20424	6.875206105312566e-08	4	11	2.219774877868584e-05	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0008134	MF	e	transcription factor binding	7/15	592/20424	8.723648757412889e-08	3	7	2.640539433259414e-05	ENSG00000074800, ENSG00000082175, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000134533, ENSG00000136997
GO:0140110	MF	e	transcription regulator activity	10/15	1919/20424	1.0116409499004417e-07	1	10	2.8819865413928463e-05	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:1901363	MF	e	heterocyclic compound binding	14/15	5879/20424	2.910500658967116e-07	2	14	7.830863717432079e-05	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0097159	MF	e	organic cyclic compound binding	14/15	5956/20424	3.475979719769675e-07	2	14	8.860089359391861e-05	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	6/15	456/20424	5.056945238971823e-07	4	6	0.0001224539289617027	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000136997, ENSG00000159216
GO:0003707	MF	e	steroid hormone receptor activity	3/15	24/20424	6.426785327429654e-07	3	3	0.00014821391114638958	ENSG00000082175, ENSG00000091831, ENSG00000140009
GO:0030284	MF	e	estrogen receptor activity	2/15	3/20424	1.5097181136013895e-06	4	2	0.00033234385564416037	ENSG00000091831, ENSG00000140009
GO:0034056	MF	e	estrogen response element binding	2/15	4/20424	3.0181548629868964e-06	10	2	0.0006286073860969251	ENSG00000091831, ENSG00000140009
GO:0001223	MF	e	transcription coactivator binding	3/15	40/20424	3.1151305526174276e-06	5	3	0.0006286073860969251	ENSG00000082175, ENSG00000091831, ENSG00000131759
GO:0003676	MF	e	nucleic acid binding	11/15	3963/20424	9.087291013478924e-06	3	11	0.0017603900151311371	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0005496	MF	e	steroid binding	3/15	100/20424	4.965183053234138e-05	3	3	0.009248608279543435	ENSG00000082175, ENSG00000091831, ENSG00000140009
GO:0001217	MF	e	DNA-binding transcription repressor activity	4/15	325/20424	7.479545373602392e-05	3	4	0.013416088238650514	ENSG00000074800, ENSG00000087510, ENSG00000131759, ENSG00000136997
GO:0008289	MF	e	lipid binding	5/15	789/20424	0.00018462831270463516	2	5	0.031934104229591004	ENSG00000082175, ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000144381
GO:0140297	MF	e	DNA-binding transcription factor binding	4/15	468/20424	0.00030393813856413495	4	4	0.04958131997643861	ENSG00000091831, ENSG00000101412, ENSG00000134533, ENSG00000136997
GO:0019899	MF	e	enzyme binding	7/15	2041/20424	0.0003071318602711456	3	7	0.04958131997643861	ENSG00000074800, ENSG00000082175, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000140009, ENSG00000144381
